clean_text,y
es una pena que una ciudad de tan alto atractivo turístico como sevilla no controle un poco más si la categoría de sus hoteles se corresponde o no con la realidad a este cuatro estrellas viejo deprimente y destartalado le sobran como mínimo dos aunque si prefieren no remodelarlo mínimamente podrán intentar sacar partido para localizaciones de películas ambientadas en la década de los o para una secuela de el resplandor como curiosidad diré que la ducha de teléfono de mi habitación se encontraba orientada hacia la pared del baño sencillamente porque no se sujetaba en su soporte de ninguna otra manera por suerte sólo fue una noche llegué tarde al alojamiento lo suficientemente tarde como para tener que meterme en la cama sin cenar menos mal que estaba agotado ya,0
buen hotel dejado de la manoviejo y antiguomoqueta baños muy antiguosdeja mucho q desear camas regulares desayuno pasable los recepcionistas simpáticos la zona de la piscina necesita también un buen cambioen resumen un hotel con muchas posibilidades pero abandonado,0
tenía una reserva para finales de abril y llevo desde marzo con correos llamadas para que me devolvieran el dinero porque el estado de alarma decretado en españa ha cerrado hoteles como éste y hacen caso omiso lo único que me ofrecieron en marzo y una única vez después de decenas de correos era mantener la cantidad abonada en depósito para volver a realojarme en meses cosa que decliné entonces porque no sabía cuándo iba a volver a sevilla y no me valía me contestaron que en caso de ampliarse la fecha del estado de alarma en el decreto me devolverían el dinero si así procediera y aquí seguimos sin dinero ni opciones mi reserva era no reembolsable pero todo el mundo entiende que no te van a reembolsar si el problema es tuyo no si el hotel esté cerrado a cal y canto,0
por error en la reserva se hizo con fechas diferentes a las solicitadassolicité un cambio de fechas y se negaron a hacérmelo aún teniendo habitaciones libres para la fecha y además la señorita de recepción me dejó con el teléfono en la mano,0
cada año me alojo en este hotel por trabajo los cerramientos son malos entra mucho ruido y frío por las ventanas el sistema de ventilación es ruidoso y no permite un óptimo descanso cada año he tenido algún porblema o con olores del baño o con el sistema de calefacción en general no se como puede tener la calificación de estrellas le hicieron un lavado de cara pero no está a la altura lo unico bueno que tiene es la ubicación por lo demás no lo recomendaría,0
como llegábamos al hotel de madrugada intenté ponerme en contacto con ellos veces para comunicarles que llegaríamos muy tarde porque además el vuelo se retrasabade las once veces estaban ocupados no las contaré de las otras seis me han tenido al teléfono con una música que no calificaré minutos y minutos sin conseguir hablar con ellos ya no lo intenté más porque el vuelo salía ya al llegar al hotel han tenido el detalle de cobrar las habitaciones por adelantado es la primera vez que me pasa y en este hotel la última no volveré más a no ser que dentro de unos años se me olvide,0
nos hemos alojado por dos noches en este hotel en servicio es bueno aunque el room service mixto seco patatas sin sal y la ensalada de frutas se ve que han usado un cuchillo sucio porque tenía sabor a cebolla y fue un chasco el restaurante no nos ha gustado mucho ya que el primer día cenamos y para nuestra sorpresa esperábamos un poco más hay que mejorar pero por todo lo demás está bien muy atentos y amables claro esto es sevilla y la gente es un amor volveré pero no puedo dar más puntuación,0
dentro de las estrellas otorgadas cadena y precio creo que está muy por debajo de lo esperado las habitaciones son frías y están a medio decorar que las camas no estén completamente vestidas baja mucho la categoría del hotel,0
no entiendo como este hotel tiene estrellas cristales de la habitación sucios cortinas que no se corren bien y mal colgadas el sofá del distribuidor de la planta junto a los ascensores con un roto en el brazo solo la recepcionista del turno de noche fue encantadora la verdad no volvería,0
el hotel si bien por dimensiones cumple con las instalaciones en general zonas comunes cafetería etc no están a la altura el vestíbulo no tiene atractivo ninguno la cafetería es destartalada y poco acogedora restaurante no se puede llamar restaurante desayuno buffet de poca calidad,0
check in muy impersonal la recepcionista que me hizo el check in casi ni me miro a la cara me pidió la documentación y me entrego la llave como si fuera una máquina no se me ofreció ningún tipo de información ni sobre la ciudad ni del hotel tiene room service según la carta de a a las llame para pedir un room service y la persona que me atendió de muy malas maneras me dijo que la cocina cierra a las esto no es un room service con el horario establecido en la carta las habitaciones muy limpias y sin ruido,0
no lo recimiendo estuvo en el hotel tres días por temas de trabajo y la conclusión es que en varioa aspectos no es recomendable desayuno el cafe es malísimo la bollería está muy mal horneada la fruta incomestible aguada y con pinta de llevar muchas horas cortada al final tuve que desayunar fuera todos los días ubicación para solo dirir no está mal pero si tienes en cue ta que wstá al lado de un hospital y que comparten el parkeng con este y con el mercado se podría decir que o es lo mas encantador de sevilla habitación la limpieza es correcta el colchón cómodo el baño amplio y limpio el fallo que la ventana era directamente a las del horpital y a los megaventiladores de aire acondicionado con su ruido correspondiente personal muy atentos y,0
no recomendable ya que el personal del hotel no atiende los problemas que se puedan ocasionar en las habitaciones contiguas como ruidos molestos hasta altas horas de la madrugada hay una muy mala gestión de la ocupación del hotel debido a que mezclan huéspedes de negocios con otros de viaje lúdico,0
la habitación está llena hormigas me desperté con hormigas por el cuerpo estaban por la cama la mesita de noche por las paredes por el escritorio por todas partes es cierto que solo son hormigas pero no es lo que se espera en un hotel la limpieza tampoco era nada del otro mundo las paredes de la habitación de papel se escuchaba todo cualquier conversación en el pasillo o puertas como si estuvieran dentro de tu habitación difícil para dormir reservamos este hotel por la piscina ya que con las mismas prestaciones sin piscina los hay mucho mejores por la zona y cuando llegamos a la piscina solo duramos media hora había una familia de tres parejas con sus respectivos niños todos ellos con una educación cuestionable dando voces con sus cosas esparcidas por toda,0
nos hemos alojados en dos habitaciones dobles un fin de semana la limpieza deja mucho que desear solo pedimos que esté todo desinfectado la ducha estaba muy sucia y con pelos por la mañana no han sido capaces ni de barrer el suelo hablo de las dos habitaciones así que supongo que son todas iguales se le comenta en recepción lo ocurrido nos indican que volverán a limpiar y continúa todo tal y como estaba no lo recomiendo,0
hotel antiguo sin reformar al menos la habitación que ocupamos en la cuarta planta con vistas a una azotea precio excesivo para un alojamiento sin servicios por la cercanía al aeropuerto los hay mejores no lo recomiendo no volveré,0
mucho que desear esperaba un trato mejor al que nos han dado aún asín decir que la habitación estaba muy bien y nos gustó mucho pero hay que mejorar el trato que es lo más importante muchas gracias,0
necesita una reforma sobre todo los baños las dos habitaciones que utilizamos se inundaron y uno de los que ibamos se cayó al salir de la bañera y se lesionó antes de decirlo en recepción se lo comentamos a la limpiadora y nos contestó ese no es mi problema es de mantenimiento por supuesto que si pero no es una contestación de un trabajador de la empresa,0
lo primero que vemos al abrir la nevera es una toalla abajo por todo el agua que suelta la atención en recepción horrible todo súper antiguo y descuidado el precio no corresponde con lo que es todo muy sucio hasta las paredes,0
son las de la mañana de un domingo y esto parece una feria si quereis descansar id a otro la ducha con un año menos que la humedad pendiente de que pulsador de pared pulsas para no cortar la corriente en la habitacion y asi para no parar,0
malísimo hotel muy viejo las camas una porqueria la cochera sucia y sin luz y no me quisieron dar la factura del pago se lavaron las manos con respecto a tripadvisor una verdadera vergüenza que recomiende este hotel nunca más con ninguno,0
fui de viaje con mi pareja por diversos motivos y elegimos este hotel exclusivamente por su jacuzzi en una habitación tipo suite decir que el parking tiene un coste de la habitación un poco antigua y sucia pero pasable por las cortinas pasa bastante luz sin persianas en un bajo cual es nuestra sorpresa que nos encontramos en el jacuzzi una araña bastante grande cosa que entendemos que puede ocurrir lo mas grave viene cuando nos vamos a dormir y empiezan golpes pisotones arrastre de muebles etc a la de la madrugada ante este hecho llamamos a recepción en varias ocasiones la cuestión es que se hizo imposible dormir al otro día en recepción nos comentan que en los lados no había nadie y que arriba una pareja con lo que me imagino que serian entonces,0
en booking vienen habitaciones con hidromasaje muy cuidado etc lo primero que tengo que decir es que reservamos para una boda y mi mujer antes de ir al hotel se lesionó gravemente la encargada del hotel no nos devolvió el dinero pese a que aportamos informe medico completo de hecho estuvo de baja meses bien pues cuando llegamos al hotel nos encontramos un decorado de los limpio pero viejo al segundo día no nos habían hecho la habitación y como eran las de la noche nos quedamos sin la habitación limpia y la cama hecha al siguiente día hicieron la habitación a las no pusieron gel solo champú y al cuarto día seguíamos sin gel y ya nos fuimos las habitaciones estaban con daños viejas y en el baño a los grifos les faltaban piezas y tenian enchufes sin,0
entre y la papelera de la cocina estaba hasta arriba no la habían cambiado del anterior inquilino los muebles se arrastraban de un lado a otro sin parar por las mañanas pedimos en la reserva cama de matrimonio nos dijeron que si y al llegar teníamos dos camas separadas si o si el frigorífico no cerraba la puerta y nos lo dejaron así con una toalla en la puerta de este de empapadera desde luego que no creo que vuelva a ir,0
apartamento muy suciosolo entrar ya daba sensación de suciedad y mal olora parte de las cucarachas que había dentrozonas comunes muy suciasvamos que la limpieza no es su fuertepoca reposición de toallas y jabones durante la estanciasuerte que te cobran antes de la entradasupongo que se aseguran de que no se vaya el clienteatencion pésima por parte del personal menos una chica rubia muy maja y muy amable que estaba en recepción,0
la verdad que bastante decepcionada reservamos para una noche mi pareja y yo bien pues nada más llegar nos dijeron que no tenían habitaciones de cama de matrimonio que si queríamos una habitación con cama de matrimonio eran euros más lo que rechazamos y nos dieron una con dos camas separadas llegamos a la habitación y la cocina olía súper mal tanto la nevera como el microonda y cualquier mueble al abrir el ropero nos dimos cuenta de que las puertas estaban al revés es decir el interior estaba completamente roto y era de cristal los cristales daban miedo todos rotos y pegados con cinta americana lo cual es algo muy peligroso cuando mi pareja se tumbo en su cama la cama estaba rota y se cayó para el suelo tenía las dos patas traseras completamente rotas llamamos a,0
nos hemos alojado durante dos noches el lugar es aceptable siempre y cuando tengas vehículo para desplazarte hasta sevilla sinó esta ubicado lejos unos kilómetros del centro el apartamento es grande pero con un mobiliario un tanto obsoleto y muy ruidoso se escucha prácticamente todo de los apartamentos colindantes en cada apartamento hay un par de servicios par comer cuberteria y demás en mi caso faltaban los dos tenedores fuí a recepción a solicitarselos a la chica y me dijo que estaba muy liada habian dos personas esperando que tenia que irlos a buscar y que me llamaría cuando los tuviese sigo esperando a que me llame en cuanto a la piscina esta bién aunque el chico me interrogó veces en una hora el número de habitación como si me estuviera intentando,0
les muestro mi queja sobre un hecho que ha ocurrido este fin de semana habiéndonos dejado olvidado una cantidad considerable de alimentos quesos jamón embutidosunos para llevarnos y que por olvido se dejó en la nevera se llamó al día siguiente hasta contactar con la responsable para que nos lo enviasenosotros nos hacíamos cargo del envío recibí como respuesta que se tira toda la comida porque son las normas se veía claro que no eran restos esperen un día por lo menos un dinero considerable tirado se me dice al final que tiene prisa porque tiene trabajo señora y yo tambiéneste es su trabajo atenderme,0
después de solicitar cama de matrimonio y piso alto me adjudican dos camas y la habitación justo al lado de recepción escuchando la entrada y salida de cada cliente del hotel descansar imposible y eso después de haber pagado una buena cantidad por la habitación lo único aceptable la ubicación desayuno muy normalizó para el precio que cuesta que no te engañen como a mí hable con la chica de recepción y la conclusión fue que no era la primera queja que recibía,0
he visitado la ciudad de sevilla durante los últimos años y los últimos o no recuerdo exactamente en el gran melia colon siempre bien sin notable en mi última estancia he tenido la desagradable experiencia de ver como el programa melia rewards con categoría platinum no ofrece nada respecto de llegar al hotel y hospedarte como uno más evidentemente no quiero entrar en detalles porque se trata de trabajadores que cumplen con su obligación el problema será de sus dirigentes que no entiendan el beneficio que reporta a la empresa en la que trabajan el programa de fidelización que para el cliente de poco sirve,0
hotel de nueva construcción con una ubicación inmejorable pros estás en pleno centro histórico es un hotel nuevo contras con el tema del coronavirus nadie nos informó que solo podíamos utilizar la piscina minutos al día por habitación fuimos de escapada y la idea era pasar toda la tarde en la piscina cual fue nuestra decepción cuando nos enteramos de esta noticia que haces en julio a las de la tarde en sevilla no tienen pasta de dientes las habitaciones hay bastante ruido porque tienen los pubs muy cerca,0
la habitación pequeñacon malos olores el baño con olor a cloaca la recepción sin ningún tipo de cualificación carecían de información sobre sevilla y lugares más típicos la ubicación buena pero con reservas el servicio de desayuno por decir algo era agua caliente un par de infusiones y algo parecido a café el precio de la habitacion doble era bastante alto no volveré,0
durante dias no nos hicieron la cama ni limpiaronla habitacion muy pequeña y en la ultima planta sin ascensorcobraban por pagar por tarjeta y nos obligaron a pagar en efectivo por adelantado solo se salva su ubicacion centrica,0
me he llevado una grata sorpresa tras pasar una estancia en este hostal después de haber leído valoraciones positivas lo primero de todo la habitación con ventanas de papel al estar ubicado cerca de una avenida toda la noche escuchando coches y autobuses segundo dejan un teléfono de emergencia porque hasta las y media de la mañana no abren recepción y no cogen el teléfono lo único bueno la ubicación y el precio,0
me parece increíble y algo sospechoso que la mayoría de las opiniones sean excelentes voy a aportar lo que me ha parecido positivo la amabilidad del personal y que hay muy poco ruido todo eso sin tener en cuenta que el aparato del aire sonaba como un tractor arrancado en tu habitación lo demás es pésimo las habitaciones por lo menos la que a mí me tocó súper pequeña era imposible moverse personas en ella el baño súper pequeño la almohada tenía el grosor de un dedo y el somier era una tabla de madera con cuatro patas de hierro en la ducha había una columna de masaje qué bien podían haber invertido en otra cosa más importante por ejemplo en una bombilla para poder ver mientras te duchas la próxima vez duermo en tienda de campaña pero allí ya no vuelvo,0
al reservar llame x tlf y la mujer de habla latino no supo ayudarme con el aparcamiento ya que es tiene difícil acceso para venir en coche lo dejé en doble fila x indicaciones de un policía y al salir otro policía me iva a denunciar porque dejé mal aparcado frente a un garage llegué desorientada de noche gracias a que el policía fue muy benevolente y me perdono la multa en recepción un hombre de nombre aziz me indica que puedo aparcar en una zona azul sin problemas que el sábado y domingo no es de pago me fio de él y afortunadamente encuentro aparcamiento pero mi sorpresa al llegar una denuncia y encima no deja anularla cosa que en madrid no funciona así mi cabreo es monumental la multa son como se puede dar una información incorrecta y hubiera pagado solo,0
teníamos una reserva de dos menús de verano para las llegamos a las y resulta que cuando llegamos nos dicen que no tienen el menú que habíamos reservado y que además la cocina estaba ya cerrada lo único que nos ofrecen son unos snacks lamentable todo no se entiende como pueden ocurrir estas cosas teniendo una reserva hecha y un teléfono de contacto para avisarnos con antelación de lo ocurrido falta de profesionalidad por cierto revisen cómo rellenar correctamente una hoja de reclamaciones,0
sin mas buena ubicación flexibilidad en la salida late check out limpieza viaje de novios con camas separadas la chicha de la recepción en la salida bien pero el señor mayor y el chico que estaba por la noche me parecieron algo bordes y esperaba más por el hotel gracias,0
el pasado de octubre de me alojé con mi familia en el hotel alfonso xiii de sevilla al llegar a recepción me pidieron una tarjeta de crédito para efectuar un prepago el domingo se octubre de fui a pagar la cuenta con la misma tarjeta con la que se efectuó el prepago y me dijeron que esa tarjeta no tenia saldo les respondí que ellos tenían retenido el dinero y me dijeron que el dinero retenido no se podía liberar por lo que tuve que pagar con otras tarjetas hoy de octubre de el dinero sigue retenido alguien me puede explicar si esta practica es legal,0
planificamos para ir a desayunar y el que nos atendió no nos dio ninguna opción poco amable en plan chulesco y con una sonrisa sarcástica que te invitan a cometer un diaparate tenía mesas dobles sin ocupar dentro y fue incapaz de ofrecernoslas,0
